filename,completefilepath,fileextension,created_date_utc,lastmodified_date,filesize,confidentiality_score
network_diagram_v2.png,C:\Users\IT_Department\NetworkDiagrams\network_diagram_v2.png,png,04-11-2023 14:10,04-11-2023 14:10,600KB,0.31
server_inventory_list.csv,/home/user/IT_Assets/ServerInventory/server_inventory_list.csv,csv,12-10-2023 09:25,12-10-2023 09:25,2MB,0.44
software_licenses_2023.xlsx,C:\Users\LicenseAdmin\SoftwareLicenses\software_licenses_2023.xlsx,xlsx,21-11-2023 16:55,21-11-2023 16:55,3MB,0.49
vendor_contracts_2023.pdf,/home/user/Legal/Contracts/vendor_contracts_2023.pdf,pdf,02-10-2023 12:10,02-10-2023 12:10,1.7MB,0.54
supplier_agreements_current.docx,C:\Users\Procurement\Agreements\supplier_agreements_current.docx,docx,26-11-2023 19:25,26-11-2023 19:25,1.3MB,0.51
purchase_orders_nov_2023.xlsx,/home/user/Finance/PurchaseOrders/purchase_orders_nov_2023.xlsx,xlsx,18-10-2023 10:40,18-10-2023 10:40,3.2MB,0.47
invoices_received_october.pdf,C:\Users\AccountsPayable\Invoices\invoices_received_october.pdf,pdf,08-11-2023 15:55,08-11-2023 15:55,1.8MB,0.44
expense_reports_november.xlsx,/home/user/Finance/ExpenseReports/expense_reports_november.xlsx,xlsx,22-10-2023 11:10,22-10-2023 11:10,2.3MB,0.41
travel_policy_document_v2.pdf,C:\Users\HR_Policies\TravelPolicy\travel_policy_document_v2.pdf,pdf,15-11-2023 18:10,15-11-2023 18:10,1.5MB,0.37
employee_handbook_2023.docx,/home/user/HR/EmployeeHandbook/employee_handbook_2023.docx,docx,06-10-2023 13:25,06-10-2023 13:25,2.1MB,0.34
adhaaar_card_scan.pdf,C:\Users\Public\Documents\adhaaar_card_scan.pdf,pdf,02-08-2023 10:00,02-08-2023 10:00,520KB,0.84
pann_card_india.jpeg,/Users/Shared/Documents/pann_card_india.jpeg,jpeg,16-07-2023 14:30,16-07-2023 14:30,260KB,0.79
passprt_personal.docx,/home/user/Documents/passprt_personal.docx,docx,03-09-2023 09:15,03-09-2023 09:15,770KB,0.74
privatte_key.pem,C:\security\keys\privatte_key.pem,pem,21-06-2023 18:45,21-06-2023 18:45,5KB,0.94
publc_key.pub,/Users/user/Documents/keys/publc_key.pub,pub,21-06-2023 18:45,21-06-2023 18:45,3KB,0.64
bank_statment_july2023.xlsx,C:\Users\user\Downloads\bank_statment_july2023.xlsx,xlsx,06-08-2023 11:20,06-08-2023 11:20,2.1MB,0.87
loan_agreemnt_signed.pdf,/home/user/Documents/Finances/loan_agreemnt_signed.pdf,pdf,29-07-2023 16:00,29-07-2023 16:00,910KB,0.91
tax_returns_2022_copy.pdf,C:\Users\user\Documents\Tax\tax_returns_2022_copy.pdf,pdf,11-09-2023 12:30,11-09-2023 12:30,1.6MB,0.89
medical_rep_john_doe.docx,/Users/Shared/medical_rep_john_doe.docx,docx,23-08-2023 15:45,23-08-2023 15:45,1.1MB,0.86
confidental_project_plan.pptx,/home/user/Projects/Confidental/confidental_project_plan.pptx,pptx,02-07-2023 08:00,02-07-2023 08:00,3.1MB,0.92
passwordsbackup.txt,C:\Users\user\Desktop\passwordsbackup.txt,txt,11-06-2023 20:00,11-06-2023 20:00,11KB,0.97
importantnotes.txt,/Users/user/Documents/importantnotes.txt,txt,19-08-2023 13:00,19-08-2023 13:00,6KB,0.69
sensitive_data_report_final.csv,/home/user/Documents/Reports/sensitive_data_report_final.csv,csv,06-09-2023 17:10,06-09-2023 17:10,2.6MB,0.9
systemlog_20230915.log,C:\Windows\System32\LogFiles\systemlog_20230915.log,log,16-09-2023 00:00,16-09-2023 00:00,11MB,0.29
app_log.log,/var/log/app.log,log,15-09-2023 23:59,15-09-2023 23:59,9MB,0.24
debbug.log,/tmp/debbug.log,log,16-09-2023 01:00,16-09-2023 01:00,6MB,0.14
temmp_file_001.tmp,C:\Users\user\AppData\Local\Temp\temmp_file_001.tmp,tmp,15-09-2023 12:00,15-09-2023 12:00,1.1MB,0.04
ranodom_document.txt,/Users/user/Downloads/ranodom_document.txt,txt,14-09-2023 19:00,14-09-2023 19:00,310KB,0.09
spread_sheet_data.xlsx,/home/user/Documents/spread_sheet_data.xlsx,xlsx,13-09-2023 10:00,13-09-2023 10:00,1.9MB,0.19
code_snipppet.py,C:\Users\user\Documents\Code\code_snipppet.py,py,12-09-2023 14:00,12-09-2023 14:00,55KB,0.34
scriipt.sh,/home/user/scripts/scriipt.sh,sh,11-09-2023 16:30,11-09-2023 16:30,25KB,0.39
conifg.ini,C:\ProgramData\MyApp\conifg.ini,ini,10-09-2023 09:00,10-09-2023 09:00,16KB,0.54
settings_app.json,/etc/app/settings_app.json,json,09-09-2023 11:00,09-09-2023 11:00,9KB,0.59
databasebackup_0907.sql,C:\backups\databasebackup_0907.sql,sql,08-09-2023 18:00,08-09-2023 18:00,55MB,0.95
websitebackup.zip,/var/backups/websitebackup.zip,zip,07-09-2023 22:00,07-09-2023 22:00,110MB,0.88
emailarchive.pst,C:\Users\user\Outlook Files\emailarchive.pst,pst,06-09-2023 15:00,06-09-2023 15:00,220MB,0.77
browserhistory.sqlite,/Users/user/Library/Application Support/Browser/browserhistory.sqlite,sqlite,05-09-2023 19:30,05-09-2023 19:30,35MB,0.67
chatlogs.txt,/home/user/.purple/logs/chatlogs.txt,txt,04-09-2023 21:00,04-09-2023 21:00,16MB,0.61
contactsbackup.vcf,C:\Users\user\Contacts\contactsbackup.vcf,vcf,03-09-2023 13:45,03-09-2023 13:45,550KB,0.71
calendardata.ics,/Users/user/Calendar/calendardata.ics,ics,02-09-2023 09:30,02-09-2023 09:30,210KB,0.57
notesappdata.db,/home/user/.config/notesapp/notesappdata.db,db,01-09-2023 16:15,01-09-2023 16:15,11MB,0.65
projectproposal_draft.docx,C:\Users\user\Documents\Projects\projectproposal_draft.docx,docx,31-08-2023 11:40,31-08-2023 11:40,650KB,0.44
meetingminutes_0829.txt,/Users/user/Meetings/meetingminutes_0829.txt,txt,30-08-2023 14:20,30-08-2023 14:20,32KB,0.37
presentationslides.pptx,/home/user/Presentations/presentationslides.pptx,pptx,29-08-2023 17:55,29-08-2023 17:55,4.2MB,0.41
imagegallery_backup.zip,C:\Users\user\Pictures\imagegallery_backup.zip,zip,28-08-2023 10:30,28-08-2023 10:30,160MB,0.32
videocollection.mp4,/Users/user/Videos/videocollection.mp4,mp4,27-08-2023 13:10,27-08-2023 13:10,550MB,0.27
musiclibrary.mp3,/home/user/Music/musiclibrary.mp3,mp3,26-08-2023 19:40,26-08-2023 19:40,850MB,0.21
softwareinstaller.exe,C:\Users\user\Downloads\softwareinstaller.exe,exe,25-08-2023 12:25,25-08-2023 12:25,28MB,0.17
gamesetup.dmg,/Users/user/Downloads/gamesetup.dmg,dmg,24-08-2023 15:50,24-08-2023 15:50,320MB,0.11
driverpackage.zip,/home/user/Downloads/driverpackage.zip,zip,23-08-2023 08:15,23-08-2023 08:15,80MB,0.07
reademe.txt,C:\Users\user\Documents\ProjectX\reademe.txt,txt,22-08-2023 11:30,22-08-2023 11:30,22KB,0.14
licence.txt,/Users/user/Documents/SoftwareY/licence.txt,txt,21-08-2023 14:45,21-08-2023 14:45,11KB,0.09
changeloog.md,/home/user/Code/ProjectZ/changeloog.md,md,20-08-2023 16:00,20-08-2023 16:00,17KB,0.19
todoo_list.txt,C:\Users\user\Desktop\todoo_list.txt,txt,19-08-2023 09:00,19-08-2023 09:00,5.5KB,0.24
shoppping_list.txt,/Users/user/Documents/shoppping_list.txt,txt,18-08-2023 12:15,18-08-2023 12:15,3.5KB,0.17
grocerry_list.txt,/home/user/Notes/grocerry_list.txt,txt,17-08-2023 15:30,17-08-2023 15:30,2.5KB,0.11
weeklyreport_template.docx,C:\Users\user\Documents\Templates\weeklyreport_template.docx,docx,16-08-2023 18:45,16-08-2023 18:45,420KB,0.29
invoicetemplate.xlsx,/Users/user/Documents/Templates/invoicetemplate.xlsx,xlsx,15-08-2023 20:00,15-08-2023 20:00,620KB,0.34
budgetplanner.xlsx,/home/user/Documents/Finance/budgetplanner.xlsx,xlsx,14-08-2023 11:00,14-08-2023 11:00,950KB,0.39
personalphoto.jpeg,C:\Users\user\Pictures\personalphoto.jpeg,jpeg,13-08-2023 14:30,13-08-2023 14:30,3.2MB,0.24
familyvideo.mp4,/Users/user/Videos/familyvideo.mp4,mp4,12-08-2023 17:00,12-08-2023 17:00,720MB,0.19
favoritesong.mp3,/home/user/Music/favoritesong.mp3,mp3,11-08-2023 21:15,11-08-2023 21:15,5.5MB,0.14
systemconfig_backup.zip,C:\Windows\System32\config\systemconfig_backup.zip,zip,10-08-2023 08:30,10-08-2023 08:30,125MB,0.69
registrybackup.reg,/var/backups/registrybackup.reg,reg,09-08-2023 10:45,09-08-2023 10:45,85MB,0.64
bootlog.txt,/var/log/boot.log,txt,08-08-2023 13:00,08-08-2023 13:00,2.2MB,0.29
kernellog.log,C:\Windows\Logs\kernellog.log,log,07-08-2023 16:15,07-08-2023 16:15,5.5MB,0.34
eventlog.evt,/var/log/event.evt,evt,06-08-2023 19:30,06-08-2023 19:30,11MB,0.39
securityauditlog.txt,C:\Windows\Security\Audits\securityauditlog.txt,txt,05-08-2023 22:45,05-08-2023 22:45,17MB,0.59
firewalllog.txt,/var/log/firewall/firewalllog.txt,txt,04-08-2023 09:00,04-08-2023 09:00,21MB,0.54
intrusiondetectionlog.log,C:\ProgramData\IDS\Logs\intrusiondetectionlog.log,log,03-08-2023 12:15,03-08-2023 12:15,28MB,0.49
monthlyreport_august.pdf,/home/user/Documents/Reports/monthlyreport_august.pdf,pdf,17-09-2023 14:00,17-09-2023 14:00,1.8MB,0.51
weeklysalesdata.csv,C:\Users\user\Documents\SalesData\weeklysalesdata.csv,csv,18-09-2023 10:00,18-09-2023 10:00,2.2MB,0.47
customerdatabasedump.sql,/var/backups/customerdatabasedump.sql,sql,19-09-2023 18:00,19-09-2023 18:00,65MB,0.96
employeepayrollinfo.xlsx,C:\Users\HR\Documents\employeepayrollinfo.xlsx,xlsx,20-09-2023 11:30,20-09-2023 11:30,3.8MB,0.93
companyfinancials_q2.pdf,/home/user/Documents/Finance/companyfinancials_q2.pdf,pdf,21-09-2023 15:45,21-09-2023 15:45,2.9MB,0.94
topsecretprojectdocs.zip,C:\security\TopSecret\topsecretprojectdocs.zip,zip,22-09-2023 09:15,22-09-2023 09:15,85MB,0.98
confidentialmeetingrecap.docx,/Users/user/Meetings/Confidential/confidentialmeetingrecap.docx,docx,23-09-2023 17:30,23-09-2023 17:30,1.25MB,0.91
hremployeedata.csv,/home/user/HR/hremployeedata.csv,csv,24-09-2023 12:00,24-09-2023 12:00,4.2MB,0.95
legaldocumentsarchive.zip,C:\legal\archive\legaldocumentsarchive.zip,zip,25-09-2023 19:45,25-09-2023 19:45,160MB,0.97
clientsensitiveinfo.txt,/Users/user/Clients/SensitiveData/clientsensitiveinfo.txt,txt,26-09-2023 14:15,26-09-2023 14:15,220KB,0.92
patientrecords2023.db,/home/user/Healthcare/patientrecords2023.db,db,27-09-2023 10:30,27-09-2023 10:30,75MB,0.96
studentgradesreport.xlsx,C:\Users\Education\Grades\studentgradesreport.xlsx,xlsx,28-09-2023 16:00,28-09-2023 16:00,3.2MB,0.9
secretprojectcodenamealpha.docx,/Users/user/Projects/Secret/secretprojectcodenamealpha.docx,docx,29-09-2023 11:45,29-09-2023 11:45,2MB,0.93
internalmemoconfidential.pdf,/home/user/Documents/Internal/internalmemoconfidential.pdf,pdf,30-09-2023 09:00,30-09-2023 09:00,1.15MB,0.89
financialprojections2024.xlsx,C:\Users\FinanceDept\Projections\financialprojections2024.xlsx,xlsx,01-10-2023 15:30,01-10-2023 15:30,4.3MB,0.95
marketingcampaignresults.csv,/Users/user/Marketing/CampaignResults/marketingcampaignresults.csv,csv,02-10-2023 12:45,02-10-2023 12:45,2.8MB,0.54
salespipelinereport.pdf,C:\Users\Sales\Reports\salespipelinereport.pdf,pdf,03-10-2023 19:00,03-10-2023 19:00,1.45MB,0.49
productdevelopmentroadmap.pptx,/home/user/ProductDev/Roadmap/productdevelopmentroadmap.pptx,pptx,04-10-2023 11:15,04-10-2023 11:15,3.9MB,0.44
customerfeedbacksurvey.xlsx,C:\Users\CustomerService\Feedback\customerfeedbacksurvey.xlsx,xlsx,05-10-2023 16:30,05-10-2023 16:30,2.4MB,0.39
websiteanalyticsreport.pdf,/Users/user/WebAnalytics/Reports/websiteanalyticsreport.pdf,pdf,06-10-2023 09:30,06-10-2023 09:30,1.65MB,0.34
socialmediaperformance.csv,C:\Users\MarketingTeam\SocialMedia\socialmediaperformance.csv,csv,07-10-2023 14:00,07-10-2023 14:00,2MB,0.29
competitoranalysis.docx,/home/user/MarketResearch/CompetitorAnalysis/competitoranalysis.docx,docx,08-10-2023 17:45,08-10-2023 17:45,1.35MB,0.37
markettrendsreport.pdf,C:\Users\MarketResearch\Trends\markettrendsreport.pdf,pdf,09-10-2023 10:15,09-10-2023 10:15,1.55MB,0.31
industrynewssummary.txt,/Users/user/News/IndustryNews/industrynewssummary.txt,txt,10-10-2023 12:30,10-10-2023 12:30,110KB,0.24
dailybriefingnotes.docx,C:\Users\ExecutiveOffice\Briefings\dailybriefingnotes.docx,docx,11-10-2023 08:00,11-10-2023 08:00,850KB,0.41
weeklyupdateemail.msg,/Users/user/Emails/WeeklyUpdates/weeklyupdateemail.msg,msg,12-10-2023 15:00,12-10-2023 15:00,280KB,0.29
meetingagendanextweek.docx,C:\Users\TeamLeads\Agendas\meetingagendanextweek.docx,docx,13-10-2023 11:30,13-10-2023 11:30,580KB,0.34
projectstatusreport.pdf,/home/user/Projects/StatusReports/projectstatusreport.pdf,pdf,14-10-2023 19:30,14-10-2023 19:30,1.25MB,0.39
tasklistprojectalpha.txt,C:\Users\ProjectManagers\TaskList\tasklistprojectalpha.txt,txt,15-10-2023 14:45,15-10-2023 14:45,65KB,0.31
actionitemsmeeting.docx,/Users/user/Meetings/ActionItems/actionitemsmeeting.docx,docx,16-10-2023 10:00,16-10-2023 10:00,750KB,0.37
bugreportv1.0.txt,C:\Users\QA_Team\BugReports\bugreportv1.0.txt,txt,17-10-2023 17:15,17-10-2023 17:15,85KB,0.27
testcasessuite.xlsx,/home/user/QA/TestCases/testcasessuite.xlsx,xlsx,18-10-2023 12:30,18-10-2023 12:30,1.55MB,0.32
releasenotesv2.0.txt,C:\Users\DevTeam\ReleaseNotes\releasenotesv2.0.txt,txt,19-10-2023 09:45,19-10-2023 09:45,95KB,0.24
codedocumentation.docx,/home/user/DevDocs/codedocumentation.docx,docx,20-10-2023 15:00,20-10-2023 15:00,1.15MB,0.29
apispecifications.pdf,C:\Users\Developers\APISpecs\apispecifications.pdf,pdf,21-10-2023 11:00,21-10-2023 11:00,1.35MB,0.34
systemarchitecturediagram.vsd,/home/user/SystemDesign/Architecture/systemarchitecturediagram.vsd,vsd,22-10-2023 18:30,22-10-2023 18:30,2.1MB,0.39
networkdiagram.png,C:\Users\IT_Department\NetworkDiagrams\networkdiagram.png,png,23-10-2023 14:00,23-10-2023 14:00,550KB,0.31
serverinventory.csv,/home/user/IT_Assets/ServerInventory/serverinventory.csv,csv,24-10-2023 09:15,24-10-2023 09:15,1.9MB,0.44
softwarelicenses.xlsx,C:\Users\LicenseAdmin\SoftwareLicenses\softwarelicenses.xlsx,xlsx,25-10-2023 16:45,25-10-2023 16:45,2.8MB,0.49
vendorcontracts.pdf,/home/user/Legal/Contracts/vendorcontracts.pdf,pdf,26-10-2023 12:00,26-10-2023 12:00,1.65MB,0.54
supplieragreements.docx,C:\Users\Procurement\Agreements\supplieragreements.docx,docx,27-10-2023 19:15,27-10-2023 19:15,1.25MB,0.51
purchaseorders2023.xlsx,/home/user/Finance/PurchaseOrders/purchaseorders2023.xlsx,xlsx,28-10-2023 10:30,28-10-2023 10:30,3.1MB,0.47
invoicesreceived.pdf,C:\Users\AccountsPayable\Invoices\invoicesreceived.pdf,pdf,29-10-2023 15:45,29-10-2023 15:45,1.75MB,0.44
expensereportsoctober.xlsx,/home/user/Finance/ExpenseReports/expensereportsoctober.xlsx,xlsx,30-10-2023 11:00,30-10-2023 11:00,2.2MB,0.41
travelpolicydocument.pdf,C:\Users\HR_Policies\TravelPolicy\travelpolicydocument.pdf,pdf,31-10-2023 18:00,31-10-2023 18:00,1.45MB,0.37
employeehandbookv2.docx,/home/user/HR/EmployeeHandbook/employeehandbookv2.docx,docx,01-11-2023 13:15,01-11-2023 13:15,2MB,0.34
aadhaar_crd_scan.pdf,C:\Users\Public\Documents\aadhaar_crd_scan.pdf,pdf,03-08-2023 10:00,03-08-2023 10:00,530KB,0.83
pan_crd_india.jpeg,/Users/Shared/Documents/pan_crd_india.jpeg,jpeg,17-07-2023 14:30,17-07-2023 14:30,270KB,0.77
passportpersnal.docx,/home/user/Documents/passportpersnal.docx,docx,04-09-2023 09:15,04-09-2023 09:15,780KB,0.72
privatekey_.pem,C:\security\keys\privatekey_.pem,pem,22-06-2023 18:45,22-06-2023 18:45,6KB,0.93
publicKey.pub,/Users/user/Documents/keys/publicKey.pub,pub,22-06-2023 18:45,22-06-2023 18:45,4KB,0.63
bankstatement_jul_2023.xlsx,C:\Users\user\Downloads\bankstatement_jul_2023.xlsx,xlsx,07-08-2023 11:20,07-08-2023 11:20,2.2MB,0.86
loanagreement_sign.pdf,/home/user/Documents/Finances/loanagreement_sign.pdf,pdf,30-07-2023 16:00,30-07-2023 16:00,920KB,0.9
taxreturns_2022_final.pdf,C:\Users\user\Documents\Tax\taxreturns_2022_final.pdf,pdf,12-09-2023 12:30,12-09-2023 12:30,1.7MB,0.88
medicalreport_johndoe.docx,/Users/Shared/medicalreport_johndoe.docx,docx,24-08-2023 15:45,24-08-2023 15:45,1.2MB,0.85
confidentialprojectplan.pptx,/home/user/Projects/Confidential/confidentialprojectplan.pptx,pptx,03-07-2023 08:00,03-07-2023 08:00,3.2MB,0.91
passwords_bckup.txt,C:\Users\user\Desktop\passwords_bckup.txt,txt,12-06-2023 20:00,12-06-2023 20:00,12KB,0.96
important_nots.txt,/Users/user/Documents/important_nots.txt,txt,20-08-2023 13:00,20-08-2023 13:00,7KB,0.68
sensitive_data_report_v2.csv,/home/user/Documents/Reports/sensitive_data_report_v2.csv,csv,07-09-2023 17:10,07-09-2023 17:10,2.7MB,0.89
system_log20230915.log,C:\Windows\System32\LogFiles\system_log20230915.log,log,17-09-2023 00:00,17-09-2023 00:00,12MB,0.28
applicationlog.log,/var/log/applicationlog.log,log,16-09-2023 23:59,16-09-2023 23:59,10MB,0.23
debuglog.log,/tmp/debuglog.log,log,17-09-2023 01:00,17-09-2023 01:00,7MB,0.13
tempfile_001.tmp,C:\Users\user\AppData\Local\Temp\tempfile_001.tmp,tmp,16-09-2023 12:00,16-09-2023 12:00,1.2MB,0.03
randomdoc.txt,/Users/user/Downloads/randomdoc.txt,txt,15-09-2023 19:00,15-09-2023 19:00,320KB,0.08
spreadsheetdata.xlsx,/home/user/Documents/spreadsheetdata.xlsx,xlsx,14-09-2023 10:00,14-09-2023 10:00,2MB,0.18
codesnippet.py,C:\Users\user\Documents\Code\codesnippet.py,py,13-09-2023 14:00,13-09-2023 14:00,60KB,0.33
script_file.sh,/home/user/scripts/script_file.sh,sh,12-09-2023 16:30,12-09-2023 16:30,30KB,0.38
configfile.ini,C:\ProgramData\MyApp\configfile.ini,ini,11-09-2023 09:00,11-09-2023 09:00,17KB,0.53
settingsfile.json,/etc/app/settingsfile.json,json,10-09-2023 11:00,10-09-2023 11:00,10KB,0.58
database_bkup_0907.sql,C:\backups\database_bkup_0907.sql,sql,09-09-2023 18:00,09-09-2023 18:00,60MB,0.94
website_bckup.zip,/var/backups/website_bckup.zip,zip,08-09-2023 22:00,08-09-2023 22:00,120MB,0.87
email_archve.pst,C:\Users\user\Outlook Files\email_archve.pst,pst,07-09-2023 15:00,07-09-2023 15:00,230MB,0.76
browser_hstry.sqlite,/Users/user/Library/Application Support/Browser/browser_hstry.sqlite,sqlite,06-09-2023 19:30,06-09-2023 19:30,40MB,0.66
chat_lgs.txt,/home/user/.purple/logs/chat_lgs.txt,txt,05-09-2023 21:00,05-09-2023 21:00,17MB,0.6
contacts_bck.vcf,C:\Users\user\Contacts\contacts_bck.vcf,vcf,04-09-2023 13:45,04-09-2023 13:45,600KB,0.7
calendar_dta.ics,/Users/user/Calendar/calendar_dta.ics,ics,03-09-2023 09:30,03-09-2023 09:30,220KB,0.56
notes_appdata.db,/home/user/.config/notesapp/notes_appdata.db,db,02-09-2023 16:15,02-09-2023 16:15,12MB,0.64
project_propsal_draft.docx,C:\Users\user\Documents\Projects\project_propsal_draft.docx,docx,01-09-2023 11:40,01-09-2023 11:40,700KB,0.43
meeting_minuts_0829.txt,/Users/user/Meetings/meeting_minuts_0829.txt,txt,31-08-2023 14:20,31-08-2023 14:20,33KB,0.36
presentation_sldes.pptx,/home/user/Presentations/presentation_sldes.pptx,pptx,30-08-2023 17:55,30-08-2023 17:55,4.3MB,0.4
image_glry_backup.zip,C:\Users\user\Pictures\image_glry_backup.zip,zip,29-08-2023 10:30,29-08-2023 10:30,170MB,0.31
video_cllection.mp4,/Users/user/Videos/video_cllection.mp4,mp4,28-08-2023 13:10,28-08-2023 13:10,600MB,0.26
music_librry.mp3,/home/user/Music/music_librry.mp3,mp3,27-08-2023 19:40,27-08-2023 19:40,900MB,0.2
software_instealler.exe,C:\Users\user\Downloads\software_instealler.exe,exe,26-08-2023 12:25,26-08-2023 12:25,29MB,0.16
game_steup.dmg,/Users/user/Downloads/game_steup.dmg,dmg,25-08-2023 15:50,25-08-2023 15:50,330MB,0.1
driver_pacage.zip,/home/user/Downloads/driver_pacage.zip,zip,24-08-2023 08:15,24-08-2023 08:15,82MB,0.06
redme.txt,C:\Users\user\Documents\ProjectX\redme.txt,txt,23-08-2023 11:30,23-08-2023 11:30,23KB,0.13
liscense.txt,/Users/user/Documents/SoftwareY/liscense.txt,txt,22-08-2023 14:45,22-08-2023 14:45,12KB,0.08
changeloogfile.md,/home/user/Code/ProjectZ/changeloogfile.md,md,21-08-2023 16:00,21-08-2023 16:00,18KB,0.18
todo.txt,C:\Users\user\Desktop\todo.txt,txt,20-08-2023 09:00,20-08-2023 09:00,6KB,0.23
shopping.txt,/Users/user/Documents/shopping.txt,txt,19-08-2023 12:15,19-08-2023 12:15,4KB,0.16
grocery.txt,/home/user/Notes/grocery.txt,txt,18-08-2023 15:30,18-08-2023 15:30,3KB,0.1
weekly_report.docx,C:\Users\user\Documents\Templates\weekly_report.docx,docx,17-08-2023 18:45,17-08-2023 18:45,430KB,0.28
invoice.xlsx,/Users/user/Documents/Templates/invoice.xlsx,xlsx,16-08-2023 20:00,16-08-2023 20:00,630KB,0.33
budget.xlsx,/home/user/Documents/Finance/budget.xlsx,xlsx,15-08-2023 11:00,15-08-2023 11:00,960KB,0.38
photo.jpeg,C:\Users\user\Pictures\photo.jpeg,jpeg,14-08-2023 14:30,14-08-2023 14:30,3.3MB,0.23
video.mp4,/Users/user/Videos/video.mp4,mp4,13-08-2023 17:00,13-08-2023 17:00,730MB,0.18
song.mp3,/home/user/Music/song.mp3,mp3,12-08-2023 21:15,12-08-2023 21:15,5.6MB,0.13
system_backup.zip,C:\Windows\System32\config\system_backup.zip,zip,11-08-2023 08:30,11-08-2023 08:30,126MB,0.68
registry.reg,/var/backups/registry.reg,reg,10-08-2023 10:45,10-08-2023 10:45,86MB,0.63
boot.txt,/var/log/boot.txt,txt,09-08-2023 13:00,09-08-2023 13:00,2.3MB,0.28
kernel.log,C:\Windows\Logs\kernel.log,log,08-08-2023 16:15,08-08-2023 16:15,5.6MB,0.33
event.evt,/var/log/event.evt,evt,07-08-2023 19:30,07-08-2023 19:30,12MB,0.38
security_log.txt,C:\Windows\Security\Audits\security_log.txt,txt,06-08-2023 22:45,06-08-2023 22:45,18MB,0.58
firewall.txt,/var/log/firewall/firewall.txt,txt,05-08-2023 09:00,05-08-2023 09:00,22MB,0.53
intrusion_log.log,C:\ProgramData\IDS\Logs\intrusion_log.log,log,04-08-2023 12:15,04-08-2023 12:15,29MB,0.48
monthly_report.pdf,/home/user/Documents/Reports/monthly_report.pdf,pdf,18-09-2023 14:00,18-09-2023 14:00,1.9MB,0.5
weekly_sales.csv,C:\Users\user\Documents\SalesData\weekly_sales.csv,csv,19-09-2023 10:00,19-09-2023 10:00,2.3MB,0.46
customer_db_dump.sql,/var/backups/customer_db_dump.sql,sql,20-09-2023 18:00,20-09-2023 18:00,66MB,0.95
employee_payroll.xlsx,C:\Users\HR\Documents\employee_payroll.xlsx,xlsx,21-09-2023 11:30,21-09-2023 11:30,3.9MB,0.92
company_financials.pdf,/home/user/Documents/Finance/company_financials.pdf,pdf,22-09-2023 15:45,22-09-2023 15:45,3MB,0.93
top_secret_docs.zip,C:\security\TopSecret\top_secret_docs.zip,zip,23-09-2023 09:15,23-09-2023 09:15,86MB,0.97
confidential_meeting.docx,/Users/user/Meetings/Confidential/confidential_meeting.docx,docx,24-09-2023 17:30,24-09-2023 17:30,1.3MB,0.9
hr_employee.csv,/home/user/HR/hr_employee.csv,csv,25-09-2023 12:00,25-09-2023 12:00,4.3MB,0.94
legal_archive.zip,C:\legal\archive\legal_archive.zip,zip,26-09-2023 19:45,26-09-2023 19:45,170MB,0.96
client_info.txt,/Users/user/Clients/SensitiveData/client_info.txt,txt,27-09-2023 14:15,27-09-2023 14:15,230KB,0.91
patient_records.db,/home/user/Healthcare/patient_records.db,db,28-09-2023 10:30,28-09-2023 10:30,76MB,0.95
student_grades.xlsx,C:\Users\Education\Grades\student_grades.xlsx,xlsx,29-09-2023 16:00,29-09-2023 16:00,3.3MB,0.89
secret_project.docx,/Users/user/Projects/Secret/secret_project.docx,docx,30-09-2023 11:45,30-09-2023 11:45,2.1MB,0.92
internal_memo.pdf,/home/user/Documents/Internal/internal_memo.pdf,pdf,01-10-2023 09:00,01-10-2023 09:00,1.2MB,0.88
financial_projections.xlsx,C:\Users\FinanceDept\Projections\financial_projections.xlsx,xlsx,02-10-2023 15:30,02-10-2023 15:30,4.4MB,0.94
marketing_results.csv,/Users/user/Marketing/CampaignResults/marketing_results.csv,csv,03-10-2023 12:45,03-10-2023 12:45,2.9MB,0.53
sales_pipeline.pdf,C:\Users\Sales\Reports\sales_pipeline.pdf,pdf,04-10-2023 19:00,04-10-2023 19:00,1.5MB,0.48
product_roadmap.pptx,/home/user/ProductDev/Roadmap/product_roadmap.pptx,pptx,05-10-2023 11:15,05-10-2023 11:15,4MB,0.43
customer_feedback.xlsx,C:\Users\CustomerService\Feedback\customer_feedback.xlsx,xlsx,06-10-2023 16:30,06-10-2023 16:30,2.5MB,0.38
website_report.pdf,/Users/user/WebAnalytics/Reports/website_report.pdf,pdf,07-10-2023 09:30,07-10-2023 09:30,1.7MB,0.33
social_media.csv,C:\Users\MarketingTeam\SocialMedia\social_media.csv,csv,08-10-2023 14:00,08-10-2023 14:00,2.1MB,0.28
competitor_analysis_doc.docx,/home/user/MarketResearch/CompetitorAnalysis/competitor_analysis_doc.docx,docx,09-10-2023 17:45,09-10-2023 17:45,1.4MB,0.36
market_trends.pdf,C:\Users\MarketResearch\Trends\market_trends.pdf,pdf,10-10-2023 10:15,10-10-2023 10:15,1.6MB,0.3
industry_news.txt,/Users/user/News/IndustryNews/industry_news.txt,txt,11-10-2023 12:30,11-10-2023 12:30,120KB,0.23
daily_briefing.docx,C:\Users\ExecutiveOffice\Briefings\daily_briefing.docx,docx,12-10-2023 08:00,12-10-2023 08:00,900KB,0.4
weekly_update.msg,/Users/user/Emails/WeeklyUpdates/weekly_update.msg,msg,13-10-2023 15:00,13-10-2023 15:00,310KB,0.28
